lecture_id,questions,answer,source_sentence,entity,,,
91,Who introduced the term bioethics?,Daniel Callahan.,Daniel Callahan first introduced the term bioethics in 1969.,PERSON,,,
91,When was the term bioethics popularized?,1970,Van Rensselaer Potter popularized the term bioethics in 1970.,DATE,,,
91,What did the Nuremberg Code establish?,"It explores principles, theories, and frameworks for analyzing ethical questions.",The Nuremberg Code established ethical principles for conducting research involving human subjects.,MISC,,,
91,What ethical issues arose from the Human Genome Project?,Genetic privacy and discrimination concerns.,"The Human Genome Project raised concerns about genetic privacy, discrimination, and responsible use of genetic data.",MISC,,,
92,What were the objectives of studying Rizal’s romances?,To know his romances and appreciate his realizations in a deeper sense.,Jose Rizal’s Romances objectives are to know more about Rizal’s romances and appreciate his realizations in a deeper sense.,MISC,,,
92,When was Segunda Katigbak Rizal’s first love?,In 1877.,"In 1877, Rizal’s first love was Segunda Katigbak.",DATE,,,
92,Who was Rizal’s second love?,Leonor Valenzuela.,"In 1878, Rizal’s second love was Leonor Valenzuela.",PERSON,,,
92,Who was Rizal’s third love?,Leonor Rivera.,"From 1878 to 1890, his third love was Leonor Rivera.",PERSON,,,
92,What caused the end of Rizal’s relationship with Leonor Rivera?,"Unread letters, Noli Me Tangere, and her engagement to Henry Kipping.","Their relationship ended due to the unread letters, the publication of Noli Me Tangere, and Leonor Rivera’s engagement to the British engineer Henry Kipping.",MISC,,,
93,What is marksmanship?,Marksmanship is the skillful art of shooting with a rifle and hitting the target at a given or known distance.,Marksmanship is the skillful art of shooting with a rifle and hitting the target at a given or known distance.,MISC,,,
93,What are the two principles that develop good marksmanship?,"Proper aiming and a proper, steady hold of the rifle.",A soldier's development of good marksmanship skills is based on mastering proper aiming and keeping a proper and steady hold of the rifle.,MISC,,,
93,What must be aligned for proper aiming?,"The rear sight, front sight blades, and the target.","Proper aiming requires the rear sight, the blades of the front sight, and the target to be aligned correctly.",MISC,,,
93,How many factors affect the proper holding of a rifle?,Eight.,"Eight factors affect the proper holding of a rifle: left hand grip, rifle butt placement, right hand grip, right elbow placement, stock weld, breathing, relaxation, and trigger control.",QUANTITY,,,
93,What is the coach and pupil technique?,"A method where the coach assists, guides, and ensures safety for the firer.","The coach and pupil technique assigns a coach who guides, assists, and ensures range safety for the firer during training.",MISC,,,
94,What is an Abstract Data Type (ADT)?,An abstraction of a data structure that provides only the interface to which the data structure must adhere,Abstract Data Type (ADT) is an abstraction of a data structure that provides only the interface to which the data structure must adhere.,MISC,,,
94,Explain the key concept of ADT.,Defines data and operations that can be performed without specifying implementation details,An abstract data type (or ADT) defines some kind of data and the operations that can be performed on it.,MISC,,,
94,What does each data node in List ADT contain?,A pointer to a data structure and a self-referential pointer to the next node,Each data node in List ADT contains a pointer to a data structure and a self-referential pointer which points to the next node in the list.,MISC,,,
94,How does Stack ADT manage data?,"Stores pointer to data, allocates memory, and passes address to stack","Stack ADT stores a pointer to the data, allocates memory for the data, and passes the address to the stack.",MISC,,,
94,What are the advantages of ADT?,"Better conceptualization, robust encapsulation, data abstraction, modularity","Advantages of ADT include better conceptualization, robust encapsulation, data abstraction, and modularity.",MISC,,,
95,Why should engineers study polymers?,Because polymers are widely used in applications including microelectronics and building materials,"Engineers should understand the traits, uses, and polymeric material processing because polymers are widely used in applications including microelectronics and building materials.",MISC,,,
95,Explain the significance of polymer deformation processes.,Recognizing elastic and plastic deformation allows modification and control of strength and elasticity,Recognizing the processes via which the elastic and plastic deformation of polymers occurs enables modification and control of strength and elasticity.,MISC,,,
95,When does fracture occur in polymers?,When stress exceeds tensile strength,"Fracture in polymers occurs when stress exceeds tensile strength, with thermosetting polymers generally exhibiting brittle fracture and thermoplastics showing ductile-to-brittle transitions.",MISC,,,
95,What affects mechanical properties of semicrystalline polymers?,"Molecular weight, predeformation, heat-treating","Mechanical properties of semicrystalline polymers are influenced by molecular weight, predeformation (drawing), and heat-treating (annealing).",MISC,,,
95,What are examples of plastics?,"Polyesters, polyethylene, polypropylene, PVC, polystyrene","Plastics are polymers with structural stiffness under load, used in general-purpose applications, including polyesters, polyethylene, polypropylene, poly(vinyl chloride), and polystyrene.",MISC,,,
96,What is software testing?,The process of assessing the functionality of a software program,Software Testing is the process of assessing the functionality of a software program.,MISC,,,
96,What is the purpose of software testing?,To identify and verify that software meets user requirements,It involves identifying and verifying that software applications or programs will meet the user’s requirements.,MISC,,,
96,What is the Software Testing Life Cycle (STLC)?,"Phases including test planning, test case development, environment setup, execution, defect management, regression testing, reporting, and closure","The Software Testing Life Cycle (STLC) includes phases such as test planning, test case development, test environment setup, test execution, defect management and retesting, regression testing, test reporting, and test closure.",MISC,,,
96,What are testing methods?,"Manual, Automated, Continuous, Black-Box, White-Box, Grey-Box, Security-Focused","Testing Methods include Manual Testing, Automated Testing, Continuous Testing, Black-Box Testing, White-Box Testing, Grey-Box Testing, and Security-Focused Testing.",MISC,,,
96,What are software testing best practices?,"Involving users, planning for adaptability, pre-coding tests, thorough reporting, smaller test units, two-tier automation, and not skipping regression","Software Testing Best Practices include involving users, planning for scalability and adaptability, writing tests before coding, thorough reporting, dividing tests into smaller units, two-tier test automation, and not skipping regression testing.",MISC,,,
97,What is debugging?,"The process of identifying and fixing errors, bugs, or unexpected behavior in software","Debugging is the process of identifying and fixing errors, bugs, or unexpected behavior in software.",MISC,,,
